ncbigene:120	0	ADD3
ncbigene:123	0	PLIN2
ncbigene:124	0	ADH1A
ncbigene:125	0	ADH1B
ncbigene:126	0	ADH1C
ncbigene:127	0	ADH4
ncbigene:128	0	ADH5
ncbigene:130	0	ADH6
ncbigene:131	0	ADH7
ncbigene:132	0	ADK
ncbigene:133	0	ADM
ncbigene:134	0	ADORA1
ncbigene:135	0	ADORA2A
ncbigene:136	0	ADORA2B
ncbigene:137	0	ADORA2BP1
ncbigene:140	0	ADORA3
ncbigene:141	0	ADPRH
ncbigene:142	0	PARP1
ncbigene:143	0	PARP4
ncbigene:144	0	PARP1P1
ncbigene:145	0	PARP1P2
ncbigene:146	0	ADRA1D
ncbigene:147	0	ADRA1B
ncbigene:148	0	ADRA1A
ncbigene:150	0	ADRA2A
ncbigene:151	0	ADRA2B
ncbigene:152	0	ADRA2C
ncbigene:153	0	ADRB1
ncbigene:154	0	ADRB2
ncbigene:155	0	ADRB3
ncbigene:156	0	GRK2
ncbigene:157	0	GRK3
ncbigene:158	0	ADSL
ncbigene:159	0	ADSS2
ncbigene:160	0	AP2A1
ncbigene:161	0	AP2A2
ncbigene:162	0	AP1B1
ncbigene:163	0	AP2B1
ncbigene:164	0	AP1G1
ncbigene:165	0	AEBP1
ncbigene:166	0	TLE5
ncbigene:167	0	CRISP1
ncbigene:172	0	AFG3L1P
ncbigene:173	0	AFM
ncbigene:174	0	AFP
ncbigene:175	0	AGA
ncbigene:176	0	ACAN
ncbigene:177	0	AGER
ncbigene:178	0	AGL
ncbigene:181	0	AGRP
ncbigene:182	0	JAG1
ncbigene:183	0	AGT
ncbigene:185	0	AGTR1
ncbigene:186	0	AGTR2
ncbigene:187	0	APLNR
ncbigene:189	0	AGXT
ncbigene:190	0	NR0B1
ncbigene:191	0	AHCY
ncbigene:196	0	AHR
ncbigene:197	0	AHSG
ncbigene:199	0	AIF1
ncbigene:202	0	CRYBG1
ncbigene:203	0	AK1
ncbigene:204	0	AK2
ncbigene:205	0	AK4
ncbigene:206	0	AK4P1
ncbigene:207	0	AKT1
ncbigene:208	0	AKT2
ncbigene:210	0	ALAD
ncbigene:211	0	ALAS1
ncbigene:212	0	ALAS2
ncbigene:213	0	ALB
ncbigene:214	0	ALCAM
ncbigene:215	0	ABCD1
ncbigene:216	0	ALDH1A1
ncbigene:217	0	ALDH2
ncbigene:218	0	ALDH3A1
ncbigene:219	0	ALDH1B1
ncbigene:220	0	ALDH1A3
ncbigene:221	0	ALDH3B1
ncbigene:222	0	ALDH3B2
ncbigene:223	0	ALDH9A1
ncbigene:224	0	ALDH3A2
ncbigene:225	0	ABCD2
ncbigene:226	0	ALDOA
ncbigene:228	0	ALDOAP2
ncbigene:229	0	ALDOB
ncbigene:230	0	ALDOC
ncbigene:231	0	AKR1B1
ncbigene:236	0	AKR1B1P2
ncbigene:238	0	ALK
ncbigene:239	0	ALOX12
ncbigene:240	0	ALOX5
ncbigene:241	0	ALOX5AP
ncbigene:242	0	ALOX12B
ncbigene:243	0	ALOX12P1
ncbigene:245	0	ALOX12P2
ncbigene:246	0	ALOX15
ncbigene:247	0	ALOX15B
ncbigene:248	0	ALPI
ncbigene:249	0	ALPL
ncbigene:250	0	ALPP
ncbigene:251	0	ALPG
ncbigene:257	0	ALX3
ncbigene:258	0	AMBN
ncbigene:259	0	AMBP
ncbigene:262	0	AMD1
ncbigene:263	0	AMD1P2
ncbigene:265	0	AMELX
ncbigene:266	0	AMELY
ncbigene:267	0	AMFR
ncbigene:268	0	AMH
ncbigene:269	0	AMHR2
ncbigene:270	0	AMPD1
ncbigene:271	0	AMPD2
ncbigene:272	0	AMPD3
ncbigene:273	0	AMPH
ncbigene:274	0	BIN1
ncbigene:275	0	AMT
ncbigene:276	0	AMY1A
ncbigene:277	0	AMY1B
ncbigene:278	0	AMY1C
ncbigene:279	0	AMY2A
ncbigene:280	0	AMY2B
ncbigene:281	0	AMYP1
ncbigene:283	0	ANG
ncbigene:284	0	ANGPT1
ncbigene:285	0	ANGPT2
ncbigene:286	0	ANK1
ncbigene:287	0	ANK2
ncbigene:288	0	ANK3
ncbigene:290	0	ANPEP
ncbigene:291	0	SLC25A4
ncbigene:292	0	SLC25A5
ncbigene:293	0	SLC25A6
ncbigene:301	0	ANXA1
ncbigene:302	0	ANXA2
ncbigene:303	0	ANXA2P1
ncbigene:304	0	ANXA2P2
ncbigene:305	0	ANXA2P3
ncbigene:306	0	ANXA3
ncbigene:307	0	ANXA4
ncbigene:308	0	ANXA5
ncbigene:309	0	ANXA6
ncbigene:310	0	ANXA7
ncbigene:311	0	ANXA11
ncbigene:312	0	ANXA13
ncbigene:313	0	AOAH
ncbigene:314	0	AOC2
ncbigene:316	0	AOX1
ncbigene:317	0	APAF1
ncbigene:318	0	NUDT2
ncbigene:319	0	APOF
ncbigene:320	0	APBA1
ncbigene:321	0	APBA2
ncbigene:322	0	APBB1
ncbigene:323	0	APBB2
ncbigene:324	0	APC
ncbigene:325	0	APCS
ncbigene:326	0	AIRE
ncbigene:327	0	APEH
ncbigene:328	0	APEX1
ncbigene:329	0	BIRC2
ncbigene:330	0	BIRC3
ncbigene:331	0	XIAP
ncbigene:332	0	BIRC5
ncbigene:333	0	APLP1
ncbigene:334	0	APLP2
ncbigene:335	0	APOA1
ncbigene:336	0	APOA2
ncbigene:337	0	APOA4
ncbigene:338	0	APOB
ncbigene:339	0	APOBEC1
ncbigene:341	0	APOC1
ncbigene:342	0	APOC1P1
ncbigene:343	0	AQP8
ncbigene:344	0	APOC2
ncbigene:345	0	APOC3
ncbigene:346	0	APOC4
ncbigene:347	0	APOD
ncbigene:348	0	APOE
ncbigene:350	0	APOH
ncbigene:351	0	APP
ncbigene:353	0	APRT
ncbigene:354	0	KLK3
ncbigene:355	0	FAS
ncbigene:356	0	FASLG
ncbigene:357	0	SHROOM2
ncbigene:358	0	AQP1
ncbigene:359	0	AQP2
ncbigene:360	0	AQP3
ncbigene:361	0	AQP4
ncbigene:362	0	AQP5
ncbigene:363	0	AQP6
ncbigene:364	0	AQP7
ncbigene:366	0	AQP9
ncbigene:367	0	AR
ncbigene:368	0	ABCC6
ncbigene:369	0	ARAF
ncbigene:372	0	ARCN1
ncbigene:373	0	TRIM23
ncbigene:374	0	AREG
ncbigene:375	0	ARF1
ncbigene:377	0	ARF3
ncbigene:378	0	ARF4
ncbigene:379	0	ARL4D
ncbigene:380	0	ARF4P1
ncbigene:381	0	ARF5
ncbigene:382	0	ARF6
ncbigene:383	0	ARG1
ncbigene:384	0	ARG2
ncbigene:387	0	RHOA
ncbigene:388	0	RHOB
ncbigene:389	0	RHOC
ncbigene:390	0	RND3
ncbigene:391	0	RHOG
ncbigene:392	0	ARHGAP1
ncbigene:393	0	ARHGAP4
ncbigene:394	0	ARHGAP5
ncbigene:395	0	ARHGAP6
ncbigene:396	0	ARHGDIA
ncbigene:397	0	ARHGDIB
ncbigene:398	0	ARHGDIG
ncbigene:399	0	RHOH
ncbigene:400	0	ARL1
ncbigene:401	0	PHOX2A
ncbigene:402	0	ARL2
ncbigene:403	0	ARL3
ncbigene:405	0	ARNT
ncbigene:406	0	ARNTL
ncbigene:407	0	ARR3
ncbigene:408	0	ARRB1
ncbigene:409	0	ARRB2
ncbigene:410	0	ARSA
ncbigene:411	0	ARSB
ncbigene:412	0	STS
ncbigene:414	0	ARSD
ncbigene:415	0	ARSL
ncbigene:416	0	ARSF
ncbigene:417	0	ART1
ncbigene:418	0	ART2P
ncbigene:419	0	ART3
ncbigene:420	0	ART4
ncbigene:421	0	ARVCF
ncbigene:427	0	ASAH1
ncbigene:429	0	ASCL1
ncbigene:430	0	ASCL2
ncbigene:432	0	ASGR1
ncbigene:433	0	ASGR2
ncbigene:434	0	ASIP
ncbigene:435	0	ASL
ncbigene:436	0	ASLP1
ncbigene:438	0	ASMT
ncbigene:439	0	GET3
ncbigene:440	0	ASNS
ncbigene:442	0	ASNSP2
ncbigene:443	0	ASPA
ncbigene:444	0	ASPH
ncbigene:445	0	ASS1
ncbigene:447	0	ASS1P2
ncbigene:449	0	ASS1P4
ncbigene:450	0	ASS1P5
ncbigene:451	0	ASS1P6
ncbigene:453	0	ASS1P8
ncbigene:454	0	ASS1P9
ncbigene:455	0	ASS1P10
ncbigene:459	0	ASS1P14
ncbigene:460	0	ASTN1
ncbigene:462	0	SERPINC1
ncbigene:463	0	ZFHX3
ncbigene:466	0	ATF1
ncbigene:467	0	ATF3
ncbigene:468	0	ATF4
ncbigene:469	0	ATF4P1
ncbigene:471	0	ATIC
ncbigene:472	0	ATM
ncbigene:473	0	RERE
ncbigene:474	0	ATOH1
ncbigene:475	0	ATOX1
ncbigene:476	0	ATP1A1
ncbigene:477	0	ATP1A2
ncbigene:478	0	ATP1A3
ncbigene:479	0	ATP12A
ncbigene:480	0	ATP1A4
ncbigene:481	0	ATP1B1
ncbigene:482	0	ATP1B2
ncbigene:483	0	ATP1B3
ncbigene:484	0	ATP1B3P1
ncbigene:485	0	ATP1B1P1
ncbigene:486	0	FXYD2
ncbigene:487	0	ATP2A1
ncbigene:488	0	ATP2A2
ncbigene:489	0	ATP2A3
ncbigene:490	0	ATP2B1
ncbigene:491	0	ATP2B2
ncbigene:492	0	ATP2B3
ncbigene:493	0	ATP2B4
ncbigene:495	0	ATP4A
ncbigene:496	0	ATP4B
ncbigene:498	0	ATP5F1A
ncbigene:501	0	ALDH7A1
ncbigene:504	0	ATP5F1AP2
ncbigene:506	0	ATP5F1B
ncbigene:507	0	ATP5F1BP1
ncbigene:509	0	ATP5F1C
ncbigene:513	0	ATP5F1D
ncbigene:514	0	ATP5F1E
ncbigene:515	0	ATP5PB
ncbigene:516	0	ATP5MC1
ncbigene:517	0	ATP5MC2
ncbigene:518	0	ATP5MC3
ncbigene:520	0	ATP5MC2P1
ncbigene:521	0	ATP5ME
ncbigene:522	0	ATP5PF
ncbigene:523	0	ATP6V1A
ncbigene:525	0	ATP6V1B1
ncbigene:526	0	ATP6V1B2
ncbigene:527	0	ATP6V0C
ncbigene:528	0	ATP6V1C1
ncbigene:529	0	ATP6V1E1
ncbigene:533	0	ATP6V0B
ncbigene:534	0	ATP6V1G2
ncbigene:535	0	ATP6V0A1
ncbigene:537	0	ATP6AP1
ncbigene:538	0	ATP7A
ncbigene:539	0	ATP5PO
ncbigene:540	0	ATP7B
ncbigene:541	0	ALDH7A1P1
ncbigene:542	0	ALDH7A1P2
ncbigene:543	0	ALDH7A1P3
ncbigene:544	0	ALDH7A1P4
ncbigene:545	0	ATR
ncbigene:546	0	ATRX
ncbigene:547	0	KIF1A
ncbigene:549	0	AUH
ncbigene:550	0	AUP1
ncbigene:551	0	AVP
ncbigene:552	0	AVPR1A
ncbigene:553	0	AVPR1B
ncbigene:554	0	AVPR2
ncbigene:558	0	AXL
ncbigene:563	0	AZGP1
ncbigene:566	0	AZU1
ncbigene:567	0	B2M
ncbigene:570	0	BAAT
ncbigene:571	0	BACH1
ncbigene:572	0	BAD
ncbigene:573	0	BAG1
ncbigene:574	0	BAGE
ncbigene:575	0	ADGRB1
ncbigene:576	0	ADGRB2
ncbigene:577	0	ADGRB3
ncbigene:578	0	BAK1
ncbigene:579	0	NKX3-2
ncbigene:580	0	BARD1
ncbigene:581	0	BAX
ncbigene:582	0	BBS1
ncbigene:583	0	BBS2
ncbigene:585	0	BBS4
ncbigene:586	0	BCAT1
ncbigene:587	0	BCAT2
ncbigene:590	0	BCHE
ncbigene:593	0	BCKDHA
ncbigene:594	0	BCKDHB
ncbigene:595	0	CCND1
ncbigene:596	0	BCL2
ncbigene:597	0	BCL2A1
ncbigene:598	0	BCL2L1
ncbigene:599	0	BCL2L2
ncbigene:600	0	BAK1P1
ncbigene:601	0	BAK1P2
ncbigene:602	0	BCL3
ncbigene:604	0	BCL6
ncbigene:605	0	BCL7A
ncbigene:606	0	NBEAP1
ncbigene:607	0	BCL9
ncbigene:608	0	TNFRSF17
ncbigene:610	0	HCN2
ncbigene:611	0	OPN1SW
ncbigene:613	0	BCR
ncbigene:616	0	BCRP4
ncbigene:617	0	BCS1L
ncbigene:618	0	BCYRN1
ncbigene:619	0	BCYRN1P1
ncbigene:620	0	BCYRN1P2
ncbigene:622	0	BDH1
ncbigene:623	0	BDKRB1
ncbigene:624	0	BDKRB2
ncbigene:627	0	BDNF
ncbigene:629	0	CFB
ncbigene:631	0	BFSP1
ncbigene:632	0	BGLAP
ncbigene:633	0	BGN
ncbigene:634	0	CEACAM1
ncbigene:635	0	BHMT
ncbigene:636	0	BICD1
ncbigene:637	0	BID
ncbigene:638	0	BIK
ncbigene:639	0	PRDM1
ncbigene:640	0	BLK
ncbigene:641	0	BLM
ncbigene:642	0	BLMH
ncbigene:643	0	CXCR5
ncbigene:644	0	BLVRA
ncbigene:645	0	BLVRB
ncbigene:646	0	BNC1
ncbigene:648	0	BMI1
ncbigene:649	0	BMP1
ncbigene:650	0	BMP2
ncbigene:651	0	BMP3
ncbigene:652	0	BMP4
ncbigene:653	0	BMP5
ncbigene:654	0	BMP6
ncbigene:655	0	BMP7
ncbigene:656	0	BMP8B
ncbigene:657	0	BMPR1A
ncbigene:658	0	BMPR1B
ncbigene:659	0	BMPR2
ncbigene:660	0	BMX
ncbigene:661	0	POLR3D
ncbigene:662	0	BNIP1
ncbigene:663	0	BNIP2
ncbigene:664	0	BNIP3
ncbigene:665	0	BNIP3L
ncbigene:666	0	BOK
ncbigene:667	0	DST
ncbigene:668	0	FOXL2
ncbigene:669	0	BPGM
ncbigene:670	0	BPHL
ncbigene:671	0	BPI
ncbigene:672	0	BRCA1
ncbigene:673	0	BRAF
ncbigene:675	0	BRCA2
ncbigene:676	0	BRDT
ncbigene:677	0	ZFP36L1
ncbigene:678	0	ZFP36L2
ncbigene:680	0	BRS3
ncbigene:682	0	BSG
ncbigene:683	0	BST1
ncbigene:684	0	BST2
ncbigene:685	0	BTC
ncbigene:686	0	BTD
ncbigene:687	0	KLF9
ncbigene:688	0	KLF5
ncbigene:689	0	BTF3
ncbigene:690	0	BTF3P11
ncbigene:693	0	BTF3P1
ncbigene:694	0	BTG1
ncbigene:695	0	BTK
ncbigene:696	0	BTN1A1
ncbigene:699	0	BUB1
ncbigene:700	0	BVR1
ncbigene:701	0	BUB1B
ncbigene:705	0	BYSL
ncbigene:706	0	TSPO
ncbigene:708	0	C1QBP
ncbigene:710	0	SERPING1
ncbigene:711	0	ERC2-IT1
ncbigene:712	0	C1QA
ncbigene:713	0	C1QB
ncbigene:714	0	C1QC
ncbigene:715	0	C1R
ncbigene:716	0	C1S
ncbigene:717	0	C2
ncbigene:718	0	C3
ncbigene:719	0	C3AR1
ncbigene:720	0	C4A
ncbigene:721	0	C4B
ncbigene:722	0	C4BPA
ncbigene:724	0	C4BPAP2
ncbigene:725	0	C4BPB
ncbigene:726	0	CAPN5
ncbigene:727	0	C5
ncbigene:728	0	C5AR1
ncbigene:729	0	C6
ncbigene:730	0	C7
ncbigene:731	0	C8A
ncbigene:732	0	C8B
ncbigene:733	0	C8G
ncbigene:734	0	OSGIN2
ncbigene:735	0	C9
ncbigene:738	0	VPS51
ncbigene:740	0	MRPL49
ncbigene:741	0	ZNHIT2
ncbigene:744	0	MPPED2
ncbigene:745	0	MYRF
ncbigene:746	0	TMEM258
ncbigene:747	0	DAGLA
ncbigene:750	0	GAS8-AS1
ncbigene:752	0	FMNL1
ncbigene:753	0	LDLRAD4
ncbigene:754	0	PTTG1IP
ncbigene:755	0	CFAP410
ncbigene:757	0	TMEM50B
ncbigene:758	0	MPPED1
ncbigene:759	0	CA1
ncbigene:760	0	CA2
ncbigene:761	0	CA3
ncbigene:762	0	CA4
ncbigene:763	0	CA5A
ncbigene:764	0	CA5AP1
ncbigene:765	0	CA6
ncbigene:766	0	CA7
ncbigene:767	0	CA8
ncbigene:768	0	CA9
ncbigene:770	0	CA11
ncbigene:771	0	CA12
ncbigene:773	0	CACNA1A
ncbigene:774	0	CACNA1B
ncbigene:775	0	CACNA1C
ncbigene:776	0	CACNA1D
ncbigene:777	0	CACNA1E
ncbigene:778	0	CACNA1F
ncbigene:779	0	CACNA1S
ncbigene:780	0	DDR1
ncbigene:781	0	CACNA2D1
ncbigene:782	0	CACNB1
ncbigene:783	0	CACNB2
ncbigene:784	0	CACNB3
ncbigene:785	0	CACNB4
ncbigene:786	0	CACNG1
ncbigene:788	0	SLC25A20
ncbigene:789	0	SLC25A20P1
ncbigene:790	0	CAD
ncbigene:793	0	CALB1
ncbigene:794	0	CALB2
ncbigene:795	0	S100G
ncbigene:796	0	CALCA
ncbigene:797	0	CALCB
ncbigene:798	0	CALCP
ncbigene:799	0	CALCR
ncbigene:800	0	CALD1
ncbigene:801	0	CALM1
ncbigene:802	0	CALM1P1
ncbigene:804	0	CALM1P2
ncbigene:805	0	CALM2
ncbigene:806	0	CALM2P2
ncbigene:807	0	CALM2P3
ncbigene:808	0	CALM3
ncbigene:810	0	CALML3
ncbigene:811	0	CALR
ncbigene:813	0	CALU
ncbigene:814	0	CAMK4
ncbigene:815	0	CAMK2A
ncbigene:816	0	CAMK2B
ncbigene:817	0	CAMK2D
ncbigene:818	0	CAMK2G
ncbigene:819	0	CAMLG
ncbigene:820	0	CAMP
ncbigene:821	0	CANX
ncbigene:822	0	CAPG
ncbigene:823	0	CAPN1
ncbigene:824	0	CAPN2
ncbigene:825	0	CAPN3
ncbigene:826	0	CAPNS1
ncbigene:827	0	CAPN6
ncbigene:828	0	CAPS
ncbigene:829	0	CAPZA1
ncbigene:830	0	CAPZA2
ncbigene:831	0	CAST
ncbigene:832	0	CAPZB
ncbigene:833	0	CARS1
ncbigene:834	0	CASP1
ncbigene:835	0	CASP2
ncbigene:836	0	CASP3
ncbigene:837	0	CASP4
ncbigene:838	0	CASP5
ncbigene:839	0	CASP6
ncbigene:840	0	CASP7
ncbigene:841	0	CASP8
ncbigene:842	0	CASP9
ncbigene:843	0	CASP10
ncbigene:844	0	CASQ1
ncbigene:845	0	CASQ2
ncbigene:846	0	CASR
ncbigene:847	0	CAT
ncbigene:856	0	CATR1
ncbigene:857	0	CAV1
ncbigene:858	0	CAV2
ncbigene:859	0	CAV3
ncbigene:860	0	RUNX2
ncbigene:861	0	RUNX1
ncbigene:862	0	RUNX1T1
ncbigene:863	0	CBFA2T3
ncbigene:864	0	RUNX3
ncbigene:865	0	CBFB
ncbigene:866	0	SERPINA6
ncbigene:867	0	CBL
ncbigene:868	0	CBLB
ncbigene:869	0	CBLN1
ncbigene:871	0	SERPINH1
ncbigene:873	0	CBR1
ncbigene:874	0	CBR3
ncbigene:875	0	CBS
ncbigene:881	0	CCIN
ncbigene:883	0	KYAT1
ncbigene:885	0	CCK
ncbigene:886	0	CCKAR
ncbigene:887	0	CCKBR
ncbigene:889	0	KRIT1
ncbigene:890	0	CCNA2
ncbigene:891	0	CCNB1
ncbigene:892	0	CCNC
ncbigene:894	0	CCND2
ncbigene:895	0	CCND2P1
ncbigene:896	0	CCND3
ncbigene:897	0	CCND3P1
ncbigene:898	0	CCNE1
ncbigene:899	0	CCNF
ncbigene:900	0	CCNG1
ncbigene:901	0	CCNG2
ncbigene:902	0	CCNH
ncbigene:904	0	CCNT1
ncbigene:905	0	CCNT2
ncbigene:908	0	CCT6A
ncbigene:909	0	CD1A
ncbigene:910	0	CD1B
ncbigene:911	0	CD1C
ncbigene:912	0	CD1D
ncbigene:913	0	CD1E
ncbigene:914	0	CD2
ncbigene:915	0	CD3D
ncbigene:916	0	CD3E
ncbigene:917	0	CD3G
ncbigene:919	0	CD247
ncbigene:920	0	CD4
ncbigene:921	0	CD5
ncbigene:922	0	CD5L
ncbigene:923	0	CD6
ncbigene:924	0	CD7
ncbigene:925	0	CD8A
ncbigene:926	0	CD8B
ncbigene:927	0	CD8B2
ncbigene:928	0	CD9
ncbigene:929	0	CD14
ncbigene:930	0	CD19
ncbigene:931	0	MS4A1
ncbigene:932	0	MS4A3
ncbigene:933	0	CD22
ncbigene:935	0	CD24P1
ncbigene:936	0	CD24P2
ncbigene:937	0	CD24P3
ncbigene:938	0	CD24P4
ncbigene:939	0	CD27
ncbigene:940	0	CD28
ncbigene:941	0	CD80
ncbigene:942	0	CD86
ncbigene:943	0	TNFRSF8
ncbigene:944	0	TNFSF8
ncbigene:945	0	CD33
ncbigene:946	0	SIGLEC6
ncbigene:947	0	CD34
ncbigene:948	0	CD36
ncbigene:949	0	SCARB1
ncbigene:950	0	SCARB2
ncbigene:951	0	CD37
ncbigene:952	0	CD38
ncbigene:953	0	ENTPD1
ncbigene:954	0	ENTPD2
ncbigene:955	0	ENTPD6
ncbigene:956	0	ENTPD3
ncbigene:957	0	ENTPD5
ncbigene:958	0	CD40
ncbigene:959	0	CD40LG
ncbigene:960	0	CD44
ncbigene:961	0	CD47
ncbigene:962	0	CD48
ncbigene:963	0	CD53
ncbigene:965	0	CD58
ncbigene:966	0	CD59
ncbigene:967	0	CD63
ncbigene:968	0	CD68
ncbigene:969	0	CD69
ncbigene:970	0	CD70
ncbigene:971	0	CD72
ncbigene:972	0	CD74
ncbigene:973	0	CD79A
ncbigene:974	0	CD79B
ncbigene:975	0	CD81
ncbigene:976	0	ADGRE5
ncbigene:977	0	CD151
ncbigene:978	0	CDA
ncbigene:983	0	CDK1
ncbigene:984	0	CDK11B
ncbigene:987	0	LRBA
ncbigene:988	0	CDC5L
ncbigene:989	0	SEPTIN7
ncbigene:990	0	CDC6
ncbigene:991	0	CDC20
ncbigene:993	0	CDC25A
ncbigene:994	0	CDC25B
ncbigene:995	0	CDC25C
ncbigene:996	0	CDC27
ncbigene:997	0	CDC34
ncbigene:998	0	CDC42
ncbigene:999	0	CDH1
ncbigene:1000	0	CDH2
ncbigene:1001	0	CDH3
ncbigene:1002	0	CDH4
ncbigene:1003	0	CDH5
ncbigene:1004	0	CDH6
ncbigene:1005	0	CDH7
ncbigene:1006	0	CDH8
ncbigene:1007	0	CDH9
ncbigene:1008	0	CDH10
ncbigene:1009	0	CDH11
ncbigene:1010	0	CDH12
ncbigene:1011	0	CDH12P2
ncbigene:1012	0	CDH13
ncbigene:1013	0	CDH15
ncbigene:1014	0	CDH16
ncbigene:1015	0	CDH17
ncbigene:1016	0	CDH18
ncbigene:1017	0	CDK2
ncbigene:1018	0	CDK3
ncbigene:1019	0	CDK4
ncbigene:1020	0	CDK5
ncbigene:1021	0	CDK6
ncbigene:1022	0	CDK7
ncbigene:1024	0	CDK8
ncbigene:1025	0	CDK9
ncbigene:1026	0	CDKN1A
ncbigene:1027	0	CDKN1B
ncbigene:1028	0	CDKN1C
ncbigene:1029	0	CDKN2A
ncbigene:1030	0	CDKN2B
ncbigene:1031	0	CDKN2C
ncbigene:1032	0	CDKN2D
ncbigene:1033	0	CDKN3
ncbigene:1036	0	CDO1
ncbigene:1038	0	CDR1
ncbigene:1039	0	CDR2
ncbigene:1040	0	CDS1
ncbigene:1041	0	CDSN
ncbigene:1043	0	CD52
ncbigene:1044	0	CDX1
ncbigene:1045	0	CDX2
ncbigene:1046	0	CDX4
ncbigene:1047	0	CLGN
ncbigene:1048	0	CEACAM5
ncbigene:1050	0	CEBPA
ncbigene:1051	0	CEBPB
ncbigene:1052	0	CEBPD
ncbigene:1053	0	CEBPE
ncbigene:1054	0	CEBPG
ncbigene:1056	0	CEL
ncbigene:1057	0	CELP
ncbigene:1058	0	CENPA
ncbigene:1059	0	CENPB
ncbigene:1060	0	CENPC
ncbigene:1061	0	CENPCP1
ncbigene:1062	0	CENPE
ncbigene:1063	0	CENPF
ncbigene:1066	0	CES1
ncbigene:1068	0	CETN1
ncbigene:1069	0	CETN2
ncbigene:1070	0	CETN3
ncbigene:1071	0	CETP
ncbigene:1072	0	CFL1
ncbigene:1073	0	CFL2
ncbigene:1074	0	CFL1P5
ncbigene:1075	0	CTSC
ncbigene:1080	0	CFTR
ncbigene:1081	0	CGA
ncbigene:1082	0	CGB3
ncbigene:1084	0	CEACAM3
ncbigene:1085	0	CEACAMP5
ncbigene:1086	0	CEACAMP11
ncbigene:1087	0	CEACAM7
ncbigene:1088	0	CEACAM8
ncbigene:1089	0	CEACAM4
ncbigene:1090	0	CEACAMP1
ncbigene:1091	0	CEACAMP2
ncbigene:1092	0	CEACAMP3
ncbigene:1093	0	CEACAMP4
ncbigene:1094	0	CEACAMP6
ncbigene:1095	0	CEACAMP7
ncbigene:1096	0	CEACAMP8
ncbigene:1097	0	CEACAMP9
ncbigene:1098	0	CEACAMP10
ncbigene:1101	0	CHAD
ncbigene:1102	0	RCBTB2
ncbigene:1103	0	CHAT
ncbigene:1104	0	RCC1
ncbigene:1105	0	CHD1
ncbigene:1106	0	CHD2
ncbigene:1107	0	CHD3
ncbigene:1108	0	CHD4
